Player_Name,Player_Role,Hero_Pick,KDA,Gold,Level,Partisipation,Damage_Dealt,Damage_Taken,Damage_Turret,mu_KDA,mu_Gold,mu_Level,mu_Partisipation,mu_Damage_Dealt,mu_Damage_Taken,mu_Damage_Turret
Xorizo,Explane,Terizla,1.3,6762,12,0.67,18170,54506,1960,"[0.71, 0.29, 0]","[0.83, 0.17, 0]","[1.0, 0, 0]","[0, 0.93, 0.07]","[0.83, 0.17, 0]","[0.62, 0.38, 0]","[0.22, 0.78, 0]"
Fluffy,Explane,Yu Zhong,8.0,8182,13,0.8,19328,50130,616,"[0, 0.76, 0.24]","[0.47, 0.53, 0]","[0.57, 0.43, 0]","[0, 0.56, 0.44]","[0.79, 0.21, 0]","[0.68, 0.32, 0]","[0.75, 0.25, 0]"
Xorizo,Explane,Cici,2.7,9302,15,0.89,39393,98130,4723,"[0.4, 0.6, 0]","[0.18, 0.82, 0]","[0, 0, 1.0]","[0, 0.31, 0.69]","[0.1, 0.9, 0]","[0.05, 0.95, 0]","[0, 0.75, 0.25]"
Luke,Explane,Masha,6.5,9991,15,0.62,50648,55992,2336,"[0, 0.86, 0.14]","[0.0, 1.0, 0]","[0, 0, 1.0]","[0.04, 0.96, 0]","[0, 0.86, 0.14]","[0.6, 0.4, 0]","[0.07, 0.93, 0]"
Luke,Explane,Masha,2.0,9976,15,0.44,38726,88361,86,"[0.55, 0.45, 0]","[0.01, 0.99, 0]","[0, 0, 1.0]","[0.32, 0.68, 0]","[0.12, 0.88, 0]","[0.18, 0.82, 0]","[0.97, 0.03, 0]"
Fluffy,Explane,Terizla,1.3,6595,12,0.8,26044,75895,0,"[0.71, 0.29, 0]","[0.88, 0.12, 0]","[1.0, 0, 0]","[0, 0.56, 0.44]","[0.56, 0.44, 0]","[0.34, 0.66, 0]","[1.0, 0, 0]"
Lutpiii,Explane,Cici,10.0,7577,13,0.71,39394,62917,6842,"[0, 0.62, 0.38]","[0.62, 0.38, 0]","[0.57, 0.43, 0]","[0, 0.81, 0.19]","[0.1, 0.9, 0]","[0.51, 0.49, 0]","[0, 0.51, 0.49]"
Luke,Explane,Masha,4.0,12712,15,0.38,42852,50249,2996,"[0.11, 0.89, 0]","[0, 0.73, 0.27]","[0, 0, 1.0]","[0.41, 0.59, 0]","[0, 0.99, 0.01]","[0.67, 0.33, 0]","[0, 0.95, 0.05]"
Fluffy,Explane,Xborg,12.0,9966,15,0.8,30470,83352,3098,"[0, 0.48, 0.52]","[0.01, 0.99, 0]","[0, 0, 1.0]","[0, 0.56, 0.44]","[0.4, 0.6, 0]","[0.24, 0.76, 0]","[0, 0.93, 0.07]"
Luke,Explane,Yu Zhong,0.0,7740,13,0.0,23889,60481,0,"[1.0, 0, 0]","[0.58, 0.42, 0]","[0.57, 0.43, 0]","[1.0, 0, 0]","[0.63, 0.37, 0]","[0.54, 0.46, 0]","[1.0, 0, 0]"
Fluffy,Explane,Masha,2.2,9664,15,0.9,34123,87561,2005,"[0.51, 0.49, 0]","[0.09, 0.91, 0]","[0, 0, 1.0]","[0, 0.28, 0.72]","[0.28, 0.72, 0]","[0.19, 0.81, 0]","[0.2, 0.8, 0]"
Fluffy,Explane,Yu Zhong,2.4,12427,15,0.67,40279,116771,666,"[0.47, 0.53, 0]","[0, 0.76, 0.24]","[0, 0, 1.0]","[0, 0.93, 0.07]","[0.07, 0.93, 0]","[0, 0.92, 0.08]","[0.74, 0.26, 0]"
Fluffy,Explane,Terizla,1.6,14630,15,0.44,62507,280704,506,"[0.64, 0.36, 0]","[0, 0.55, 0.45]","[0, 0, 1.0]","[0.32, 0.68, 0]","[0, 0.66, 0.34]","[0, 0, 1.0]","[0.8, 0.2, 0]"
Fluffy,Explane,Terizla,5.0,7018,14,0.56,32987,150563,0,"[0, 0.96, 0.04]","[0.77, 0.23, 0]","[0.15, 0.85, 0]","[0.13, 0.87, 0]","[0.32, 0.68, 0]","[0, 0.73, 0.27]","[1.0, 0, 0]"
Fluffy,Explane,Terizla,1.0,9466,15,0.56,25947,151172,300,"[0.78, 0.22, 0]","[0.14, 0.86, 0]","[0, 0, 1.0]","[0.13, 0.87, 0]","[0.56, 0.44, 0]","[0, 0.73, 0.27]","[0.88, 0.12, 0]"
Lutpiii,Explane,Masha,5.5,15683,15,0.58,71355,63950,7498,"[0, 0.93, 0.07]","[0, 0.44, 0.56]","[0, 0, 1.0]","[0.1, 0.9, 0]","[0, 0.51, 0.49]","[0.5, 0.5, 0]","[0, 0.43, 0.57]"
Fluffy,Explane,Terizla,1.6,9855,15,0.73,39615,223498,0,"[0.64, 0.36, 0]","[0.04, 0.96, 0]","[0, 0, 1.0]","[0, 0.76, 0.24]","[0.09, 0.91, 0]","[0, 0.32, 0.68]","[1.0, 0, 0]"
Lutpiii,Explane,Terizla,0.7,7018,13,0.8,32985,150563,0,"[0.84, 0.16, 0]","[0.77, 0.23, 0]","[0.57, 0.43, 0]","[0, 0.56, 0.44]","[0.32, 0.68, 0]","[0, 0.73, 0.27]","[1.0, 0, 0]"
Fluffy,Explane,Xborg,9.0,15039,15,0.82,101879,158483,7104,"[0, 0.69, 0.31]","[0, 0.51, 0.49]","[0, 0, 1.0]","[0, 0.5, 0.5]","[0, 0, 1.0]","[0, 0.68, 0.32]","[0, 0.48, 0.52]"
Lutpiii,Explane,Cici,9.0,11716,15,0.61,56389,90681,7956,"[0, 0.69, 0.31]","[0, 0.83, 0.17]","[0, 0, 1.0]","[0.05, 0.95, 0]","[0, 0.76, 0.24]","[0.15, 0.85, 0]","[0, 0.38, 0.62]"
Fluffy,Explane,Xborg,1.0,8594,14,0.56,35298,83903,1755,"[0.78, 0.22, 0]","[0.36, 0.64, 0]","[0.15, 0.85, 0]","[0.13, 0.87, 0]","[0.24, 0.76, 0]","[0.24, 0.76, 0]","[0.3, 0.7, 0]"
Skylar,Goldlane,Roger,1.0,6093,11,0.5,15503,36655,175,"[0.92, 0.08, 0]","[0.98, 0.02, 0]","[0.79, 0.21, 0]","[0.5, 0.5, 0]","[1.0, 0, 0]","[0.46, 0.54, 0]","[0.98, 0.02, 0]"
Skylar,Goldlane,Karrie,1.5,10455,15,0.6,17618,51520,8781,"[0.83, 0.17, 0]","[0.41, 0.59, 0]","[0, 0, 1.0]","[0.21, 0.79, 0]","[0.95, 0.05, 0]","[0.1, 0.9, 0]","[0.24, 0.76, 0]"
Caderaa,Goldlane,Natan,1.4,13514,15,0.47,58614,73359,12252,"[0.85, 0.15, 0]","[0.01, 0.99, 0]","[0, 0, 1.0]","[0.59, 0.41, 0]","[0, 1.0, 0.0]","[0, 0.8, 0.2]","[0, 0.96, 0.04]"
Skylar,Goldlane,Roger,16.0,14123,15,0.84,52996,50922,14855,"[0, 0.1, 0.9]","[0, 0.95, 0.05]","[0, 0, 1.0]","[0, 0.49, 0.51]","[0.12, 0.88, 0]","[0.11, 0.89, 0]","[0, 0.81, 0.19]"
Caderaa,Goldlane,Karrie,3.2,13684,15,0.62,69603,77003,6643,"[0.55, 0.45, 0]","[0, 0.99, 0.01]","[0, 0, 1.0]","[0.15, 0.85, 0]","[0, 0.85, 0.15]","[0, 0.76, 0.24]","[0.42, 0.58, 0]"
Skylar,Goldlane,Roger,7.0,16099,15,0.61,59895,69160,11653,"[0, 0.95, 0.05]","[0, 0.79, 0.21]","[0, 0, 1.0]","[0.18, 0.82, 0]","[0, 0.98, 0.02]","[0, 0.85, 0.15]","[0, 0.99, 0.01]"
Caderaa,Goldlane,Karrie,5.0,15968,15,0.71,70532,54030,11979,"[0.25, 0.75, 0]","[0, 0.81, 0.19]","[0, 0, 1.0]","[0, 0.88, 0.12]","[0, 0.83, 0.17]","[0.04, 0.96, 0]","[0, 0.97, 0.03]"
Skylar,Goldlane,Roger,8.0,16633,15,0.8,40718,59830,23026,"[0, 0.86, 0.14]","[0, 0.75, 0.25]","[0, 0, 1.0]","[0, 0.61, 0.39]","[0.41, 0.59, 0]","[0, 0.95, 0.05]","[0, 0.33, 0.67]"
Kabuki,Goldlane,Karrie,13.0,19841,15,0.5,132452,67163,16025,"[0, 0.38, 0.62]","[0, 0.49, 0.51]","[0, 0, 1.0]","[0.5, 0.5, 0]","[0, 0, 1.0]","[0, 0.87, 0.13]","[0, 0.74, 0.26]"
Branz,Goldlane,Roger,4.0,25905,15,0.8,130103,118383,9999,"[0.42, 0.58, 0]","[0, 0, 1.0]","[0, 0, 1.0]","[0, 0.61, 0.39]","[0, 0.03, 0.97]","[0, 0.29, 0.71]","[0.13, 0.87, 0]"
Kabuki,Goldlane,Claude,5.0,11471,15,0.45,54244,36607,3909,"[0.25, 0.75, 0]","[0.27, 0.73, 0]","[0, 0, 1.0]","[0.65, 0.35, 0]","[0.09, 0.91, 0]","[0.46, 0.54, 0]","[0.66, 0.34, 0]"
Branz,Goldlane,Roger,7.0,13497,15,0.7,50126,41329,14568,"[0, 0.95, 0.05]","[0.01, 0.99, 0]","[0, 0, 1.0]","[0, 0.91, 0.09]","[0.19, 0.81, 0]","[0.34, 0.66, 0]","[0, 0.82, 0.18]"
Kabuki,Goldlane,Roger,1.3,7948,12,1.0,20059,41824,0,"[0.87, 0.13, 0]","[0.74, 0.26, 0]","[0.57, 0.43, 0]","[0, 0, 1.0]","[0.89, 0.11, 0]","[0.33, 0.67, 0]","[1.0, 0, 0]"
Branz,Goldlane,Claude,3.0,10479,14,0.33,23903,14293,23028,"[0.58, 0.42, 0]","[0.4, 0.6, 0]","[0.14, 0.86, 0]","[1.0, 0, 0]","[0.8, 0.2, 0]","[1.0, 0, 0]","[0, 0.33, 0.67]"
Cw,Goldlane,Moskov,15.0,15647,15,0.75,83620,35300,24947,"[0, 0.19, 0.81]","[0, 0.83, 0.17]","[0, 0, 1.0]","[0, 0.76, 0.24]","[0, 0.66, 0.34]","[0.49, 0.51, 0]","[0, 0.22, 0.78]"
Caderaa,Goldlane,Natan,3.0,12789,15,0.63,55343,45036,2777,"[0.58, 0.42, 0]","[0.1, 0.9, 0]","[0, 0, 1.0]","[0.12, 0.88, 0]","[0.07, 0.93, 0]","[0.25, 0.75, 0]","[0.76, 0.24, 0]"
Cw,Goldlane,Roger,7.5,15987,15,0.79,76645,102493,7144,"[0, 0.91, 0.09]","[0, 0.8, 0.2]","[0, 0, 1.0]","[0, 0.64, 0.36]","[0, 0.75, 0.25]","[0, 0.47, 0.53]","[0.38, 0.62, 0]"
Caderaa,Goldlane,Moskov,13.0,16558,15,0.72,104446,60842,12755,"[0, 0.38, 0.62]","[0, 0.76, 0.24]","[0, 0, 1.0]","[0, 0.85, 0.15]","[0, 0.38, 0.62]","[0, 0.94, 0.06]","[0, 0.93, 0.07]"
Cw,Goldlane,Natan,1.0,10622,15,0.75,72567,59104,5461,"[0.92, 0.08, 0]","[0.39, 0.61, 0]","[0, 0, 1.0]","[0, 0.76, 0.24]","[0, 0.81, 0.19]","[0, 0.96, 0.04]","[0.52, 0.48, 0]"
Caderaa,Goldlane,Claude,11.0,13076,15,0.92,85972,73377,28075,"[0, 0.57, 0.43]","[0.06, 0.94, 0]","[0, 0, 1.0]","[0, 0.24, 0.76]","[0, 0.63, 0.37]","[0, 0.8, 0.2]","[0, 0.04, 0.96]"
Cw,Goldlane,Karrie,12.0,15388,15,0.57,68729,46087,14036,"[0, 0.48, 0.52]","[0, 0.85, 0.15]","[0, 0, 1.0]","[0.3, 0.7, 0]","[0, 0.86, 0.14]","[0.23, 0.77, 0]","[0, 0.85, 0.15]"
Caderaa,Goldlane,Claude,1.8,12600,15,0.64,51178,74434,1125,"[0.78, 0.22, 0]","[0.13, 0.87, 0]","[0, 0, 1.0]","[0.09, 0.91, 0]","[0.17, 0.83, 0]","[0, 0.79, 0.21]","[0.9, 0.1, 0]"
Cw,Goldlane,Claude,4.0,12710,15,0.5,27845,48602,21497,"[0.42, 0.58, 0]","[0.11, 0.89, 0]","[0, 0, 1.0]","[0.5, 0.5, 0]","[0.71, 0.29, 0]","[0.17, 0.83, 0]","[0, 0.42, 0.58]"
Caderaa,Goldlane,Natan,1.5,11868,15,0.75,75795,51060,8865,"[0.83, 0.17, 0]","[0.22, 0.78, 0]","[0, 0, 1.0]","[0, 0.76, 0.24]","[0, 0.76, 0.24]","[0.11, 0.89, 0]","[0.23, 0.77, 0]"
Emann,Goldlane,Natan,2.0,11096,15,0.8,53904,41207,3502,"[0.75, 0.25, 0]","[0.32, 0.68, 0]","[0, 0, 1.0]","[0, 0.61, 0.39]","[0.1, 0.9, 0]","[0.35, 0.65, 0]","[0.7, 0.3, 0]"
Emann,Goldlane,Natan,4.0,9501,15,0.5,45247,33237,60,"[0.42, 0.58, 0]","[0.53, 0.47, 0]","[0, 0, 1.0]","[0.5, 0.5, 0]","[0.3, 0.7, 0]","[0.54, 0.46, 0]","[0.99, 0.01, 0]"
Branz,Goldlane,Claude,11.0,13253,15,0.65,39167,22768,24115,"[0, 0.57, 0.43]","[0.04, 0.96, 0]","[0, 0, 1.0]","[0.06, 0.94, 0]","[0.45, 0.55, 0]","[0.79, 0.21, 0]","[0, 0.27, 0.73]"
Emann,Goldlane,Roger,13.0,13011,15,0.65,48870,86925,14188,"[0, 0.38, 0.62]","[0.07, 0.93, 0]","[0, 0, 1.0]","[0.06, 0.94, 0]","[0.22, 0.78, 0]","[0, 0.64, 0.36]","[0, 0.84, 0.16]"
Branz,Goldlane,Claude,2.0,10732,15,1.0,53535,89023,3145,"[0.75, 0.25, 0]","[0.37, 0.63, 0]","[0, 0, 1.0]","[0, 0, 1.0]","[0.11, 0.89, 0]","[0, 0.62, 0.38]","[0.73, 0.27, 0]"
Emann,Goldlane,Roger,1.5,9124,13,0.5,36501,39174,7503,"[0.83, 0.17, 0]","[0.58, 0.42, 0]","[0.36, 0.64, 0]","[0.5, 0.5, 0]","[0.51, 0.49, 0]","[0.4, 0.6, 0]","[0.35, 0.65, 0]"
Branz,Goldlane,Moskov,7.0,9502,14,0.7,20187,23273,16454,"[0, 0.95, 0.05]","[0.53, 0.47, 0]","[0.14, 0.86, 0]","[0, 0.91, 0.09]","[0.89, 0.11, 0]","[0.78, 0.22, 0]","[0, 0.71, 0.29]"
Emann,Goldlane,Karrie,0.8,10868,15,0.44,49342,69635,10025,"[0.95, 0.05, 0]","[0.35, 0.65, 0]","[0, 0, 1.0]","[0.68, 0.32, 0]","[0.21, 0.79, 0]","[0, 0.84, 0.16]","[0.13, 0.87, 0]"
Caderaa,Goldlane,Moskov,17.0,10967,15,0.81,52188,45930,16349,"[0, 0, 1.0]","[0.34, 0.66, 0]","[0, 0, 1.0]","[0, 0.58, 0.42]","[0.14, 0.86, 0]","[0.23, 0.77, 0]","[0, 0.72, 0.28]"
Emann,Goldlane,Natan,3.0,11142,15,0.5,46795,45257,11790,"[0.58, 0.42, 0]","[0.32, 0.68, 0]","[0, 0, 1.0]","[0.5, 0.5, 0]","[0.27, 0.73, 0]","[0.25, 0.75, 0]","[0, 0.98, 0.02]"
Caderaa,Goldlane,Moskov,14.0,13111,15,0.78,69112,51397,22997,"[0, 0.29, 0.71]","[0.06, 0.94, 0]","[0, 0, 1.0]","[0, 0.67, 0.33]","[0, 0.85, 0.15]","[0.1, 0.9, 0]","[0, 0.34, 0.66]"
Emann,Goldlane,Moskov,3.5,22622,15,1.0,97060,86398,0,"[0.5, 0.5, 0]","[0, 0.27, 0.73]","[0, 0, 1.0]","[0, 0, 1.0]","[0, 0.48, 0.52]","[0, 0.65, 0.35]","[1.0, 0, 0]"
Caderaa,Goldlane,Claude,13.0,19130,15,0.87,92707,89526,16264,"[0, 0.38, 0.62]","[0, 0.55, 0.45]","[0, 0, 1.0]","[0, 0.4, 0.6]","[0, 0.54, 0.46]","[0, 0.61, 0.39]","[0, 0.72, 0.28]"
Cw,Goldlane,Roger,12.0,11788,15,0.67,35135,24747,24207,"[0, 0.48, 0.52]","[0.23, 0.77, 0]","[0, 0, 1.0]","[0.01, 0.99, 0]","[0.54, 0.46, 0]","[0.75, 0.25, 0]","[0, 0.27, 0.73]"
Branz,Goldlane,Claude,2.0,10387,15,0.4,39029,30603,2929,"[0.75, 0.25, 0]","[0.42, 0.58, 0]","[0, 0, 1.0]","[0.8, 0.2, 0]","[0.45, 0.55, 0]","[0.6, 0.4, 0]","[0.75, 0.25, 0]"
Cw,Goldlane,Roger,11.0,11914,15,0.79,58540,46538,14153,"[0, 0.57, 0.43]","[0.22, 0.78, 0]","[0, 0, 1.0]","[0, 0.64, 0.36]","[0, 1.0, 0.0]","[0.22, 0.78, 0]","[0, 0.85, 0.15]"
Branz,Goldlane,Claude,1.5,9469,14,0.6,24800,41819,3804,"[0.83, 0.17, 0]","[0.54, 0.46, 0]","[0.14, 0.86, 0]","[0.21, 0.79, 0]","[0.78, 0.22, 0]","[0.33, 0.67, 0]","[0.67, 0.33, 0]"
Cw,Goldlane,Claude,7.0,9479,13,0.5,27432,21361,18849,"[0, 0.95, 0.05]","[0.54, 0.46, 0]","[0.36, 0.64, 0]","[0.5, 0.5, 0]","[0.72, 0.28, 0]","[0.83, 0.17, 0]","[0, 0.58, 0.42]"
Branz,Goldlane,Roger,0.7,5945,10,0.4,20490,42673,0,"[0.97, 0.03, 0]","[1.0, 0, 0]","[1.0, 0, 0]","[0.8, 0.2, 0]","[0.88, 0.12, 0]","[0.31, 0.69, 0]","[1.0, 0, 0]"
Branz,Goldlane,Roger,1.5,13315,15,0.43,48160,57755,0,"[0.83, 0.17, 0]","[0.03, 0.97, 0]","[0, 0, 1.0]","[0.71, 0.29, 0]","[0.24, 0.76, 0]","[0, 0.97, 0.03]","[1.0, 0, 0]"
Caderaa,Goldlane,Claude,11.0,15279,15,0.52,47573,55014,28812,"[0, 0.57, 0.43]","[0, 0.86, 0.14]","[0, 0, 1.0]","[0.44, 0.56, 0]","[0.25, 0.75, 0]","[0.01, 0.99, 0]","[0, 0, 1.0]"
Branz,Goldlane,Roger,7.0,12182,15,0.47,34033,36957,21771,"[0, 0.95, 0.05]","[0.18, 0.82, 0]","[0, 0, 1.0]","[0.59, 0.41, 0]","[0.57, 0.43, 0]","[0.45, 0.55, 0]","[0, 0.41, 0.59]"
Caderaa,Goldlane,Claude,0.5,10365,14,0.5,39649,42001,116,"[1.0, 0, 0]","[0.42, 0.58, 0]","[0.14, 0.86, 0]","[0.5, 0.5, 0]","[0.44, 0.56, 0]","[0.33, 0.67, 0]","[0.99, 0.01, 0]"
Branz,Goldlane,Roger,5.0,13216,15,0.5,38006,55145,823,"[0.25, 0.75, 0]","[0.05, 0.95, 0]","[0, 0, 1.0]","[0.5, 0.5, 0]","[0.47, 0.53, 0]","[0.01, 0.99, 0]","[0.93, 0.07, 0]"
Caderaa,Goldlane,Claude,11.0,14032,15,0.69,75092,32206,19197,"[0, 0.57, 0.43]","[0, 0.96, 0.04]","[0, 0, 1.0]","[0, 0.94, 0.06]","[0, 0.77, 0.23]","[0.57, 0.43, 0]","[0, 0.56, 0.44]"
Branz,Goldlane,Moskov,7.5,16953,15,0.83,69581,80884,10758,"[0, 0.91, 0.09]","[0, 0.73, 0.27]","[0, 0, 1.0]","[0, 0.52, 0.48]","[0, 0.85, 0.15]","[0, 0.71, 0.29]","[0.06, 0.94, 0]"
Caderaa,Goldlane,Claude,11.0,13759,15,0.79,106078,87949,10172,"[0, 0.57, 0.43]","[0, 0.98, 0.02]","[0, 0, 1.0]","[0, 0.64, 0.36]","[0, 0.36, 0.64]","[0, 0.63, 0.37]","[0.11, 0.89, 0]"
Branz,Goldlane,Claude,7.0,22524,15,0.78,101384,67483,11982,"[0, 0.95, 0.05]","[0, 0.27, 0.73]","[0, 0, 1.0]","[0, 0.67, 0.33]","[0, 0.42, 0.58]","[0, 0.86, 0.14]","[0, 0.97, 0.03]"
Caderaa,Goldlane,Roger,15.0,24039,15,0.88,119248,143804,9350,"[0, 0.19, 0.81]","[0, 0.15, 0.85]","[0, 0, 1.0]","[0, 0.37, 0.63]","[0, 0.18, 0.82]","[0, 0, 1.0]","[0.19, 0.81, 0]"
Cw,Goldlane,Claude,4.0,13110,15,0.78,27900,48650,21500,"[0.42, 0.58, 0]","[0.06, 0.94, 0]","[0, 0, 1.0]","[0, 0.67, 0.33]","[0.71, 0.29, 0]","[0.17, 0.83, 0]","[0, 0.42, 0.58]"
Branz,Goldlane,Roger,5.0,15129,15,0.67,66735,47353,13499,"[0.25, 0.75, 0]","[0, 0.87, 0.13]","[0, 0, 1.0]","[0.01, 0.99, 0]","[0, 0.89, 0.11]","[0.2, 0.8, 0]","[0, 0.88, 0.12]"
Cw,Goldlane,Roger,14.0,15939,15,0.78,55005,43991,21035,"[0, 0.29, 0.71]","[0, 0.81, 0.19]","[0, 0, 1.0]","[0, 0.67, 0.33]","[0.08, 0.92, 0]","[0.28, 0.72, 0]","[0, 0.45, 0.55]"
Branz,Goldlane,Karrie,3.0,13612,15,0.67,68303,55279,6655,"[0.58, 0.42, 0]","[0, 1.0, 0.0]","[0, 0, 1.0]","[0.01, 0.99, 0]","[0, 0.86, 0.14]","[0.01, 0.99, 0]","[0.42, 0.58, 0]"
Cw,Goldlane,Roger,13.0,17860,15,0.68,93527,69266,7404,"[0, 0.38, 0.62]","[0, 0.65, 0.35]","[0, 0, 1.0]","[0, 0.98, 0.02]","[0, 0.52, 0.48]","[0, 0.84, 0.16]","[0.36, 0.64, 0]"
Branz,Goldlane,Karrie,2.3,14925,15,0.64,67364,80645,0,"[0.7, 0.3, 0]","[0, 0.89, 0.11]","[0, 0, 1.0]","[0.09, 0.91, 0]","[0, 0.88, 0.12]","[0, 0.72, 0.28]","[1.0, 0, 0]"
Branz,Goldlane,Roger,13.0,15127,15,0.76,66733,47350,13496,"[0, 0.38, 0.62]","[0, 0.87, 0.13]","[0, 0, 1.0]","[0, 0.73, 0.27]","[0, 0.89, 0.11]","[0.2, 0.8, 0]","[0, 0.88, 0.12]"
Cw,Goldlane,Roger,1.0,15009,15,1.0,51062,29507,10245,"[0.92, 0.08, 0]","[0, 0.88, 0.12]","[0, 0, 1.0]","[0, 0, 1.0]","[0.17, 0.83, 0]","[0.63, 0.37, 0]","[0.11, 0.89, 0]"
Cw,Goldlane,Claude,6.0,12667,15,0.78,51961,54612,20172,"[0.09, 0.91, 0]","[0.12, 0.88, 0]","[0, 0, 1.0]","[0, 0.67, 0.33]","[0.15, 0.85, 0]","[0.02, 0.98, 0]","[0, 0.5, 0.5]"
Branz,Goldlane,Karrie,0.5,9490,14,0.67,35109,41137,2838,"[1.0, 0, 0]","[0.53, 0.47, 0]","[0.14, 0.86, 0]","[0.01, 0.99, 0]","[0.54, 0.46, 0]","[0.35, 0.65, 0]","[0.75, 0.25, 0]"
